# SentenceBreakProperty-5.0.0.txt
# Date: 2006-03-09, 23:14:25 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2006 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see UCD.html

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

128A..128D    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE XWI..ETHIOPIC SYLLABLE XWE
1290..12B0    ; OLetter # Lo  [33] ETHIOPIC SYLLABLE NA..ETHIOPIC SYLLABLE KWA
12B2..12B5    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE KWI..ETHIOPIC SYLLABLE KWE
12B8..12BE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE KXA..ETHIOPIC SYLLABLE KXO
12C0          ; OLetter # Lo       ETHIOPIC SYLLABLE KXWA
12C2..12C5    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE KXWI..ETHIOPIC SYLLABLE KXWE
12C8..12D6    ; OLetter # Lo  [15] ETHIOPIC SYLLABLE WA..ETHIOPIC SYLLABLE PHARYNGEAL O
12D8..1310    ; OLetter # Lo  [57] ETHIOPIC SYLLABLE ZA..ETHIOPIC SYLLABLE GWA
1312..1315    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE GWI..ETHIOPIC SYLLABLE GWE
1318..135A    ; OLetter # Lo  [67] ETHIOPIC SYLLABLE GGA..ETHIOPIC SYLLABLE FYA
1380..138F    ; OLetter # Lo  [16] ETHIOPIC SYLLABLE SEBATBEIT MWA..ETHIOPIC SYLLABLE PWE
13A0..13F4    ; OLetter # Lo  [85] CHEROKEE LETTER A..CHEROKEE LETTER YV
1401..166C    ; OLetter # Lo [620] CANADIAN SYLLABICS E..CANADIAN SYLLABICS CARRIER TTSA
166F..1676    ; OLetter # Lo   [8] CANADIAN SYLLABICS QAI..CANADIAN SYLLABICS NNGAA
1681..169A    ; OLetter # Lo  [26] OGHAM LETTER BEITH..OGHAM LETTER PEITH
16A0..16EA    ; OLetter # Lo  [75] RUNIC LETTER FEHU FEOH FE F..RUNIC LETTER X
16EE..16F0    ; OLetter # Nl   [3] RUNIC ARLAUG SYMBOL..RUNIC BELGTHOR SYMBOL
1700..170C    ; OLetter # Lo  [13] TAGALOG LETTER A..TAGALOG LETTER YA
170E..1711    ; OLetter # Lo   [4] TAGALOG LETTER LA..TAGALOG LETTER HA
1720..1731    ; OLetter # Lo  [18] HANUNOO LETTER A..HANUNOO LETTER HA
1740..1751    ; OLetter # Lo  [18] BUHID LETTER A..BUHID LETTER HA
1760..176C    ; OLetter # Lo  [13] TAGBANWA LETTER A..TAGBANWA LETTER YA
176E..1770    ; OLetter # Lo   [3] TAGBANWA LETTER LA..TAGBANWA LETTER SA
1780..17B3    ; OLetter # Lo  [52] KHMER LETTER KA..KHMER INDEPENDENT VOWEL QAU
17B6          ; OLetter # Mc       KHMER VOWEL SIGN AA
17BE..17C5    ; OLetter # Mc   [8] KHMER VOWEL SIGN OE..KHMER VOWEL SIGN AU
17C7..17C8    ; OLetter # Mc   [2] KHMER SIGN REAHMUK..KHMER SIGN YUUKALEAPINTU
17D7          ; OLetter # Lm       KHMER SIGN LEK TOO
17DC          ; OLetter # Lo       KHMER SIGN AVAKRAHASANYA
1820..1842    ; OLetter # Lo  [35] MONGOLIAN LETTER A..MONGOLIAN LETTER CHI
1843          ; OLetter # Lm       MONGOLIAN LETTER TODO LONG VOWEL SIGN
1844..1877    ; OLetter # Lo  [52] MONGOLIAN LETTER TODO E..MONGOLIAN LETTER MANCHU ZHA
1880..18A8    ; OLetter # Lo  [41] MONGOLIAN LETTER ALI GALI ANUSVARA ONE..MONGOLIAN LETTER MANCHU ALI GALI BHA
1900..191C    ; OLetter # Lo  [29] LIMBU VOWEL-CARRIER LETTER..LIMBU LETTER HA
1923..1926    ; OLetter # Mc   [4] LIMBU VOWEL SIGN EE..LIMBU VOWEL SIGN AU
1929..192B    ; OLetter # Mc   [3] LIMBU SUBJOINED LETTER YA..LIMBU SUBJOINED LETTER WA
1930..1931    ; OLetter # Mc   [2] LIMBU SMALL LETTER KA..LIMBU SMALL LETTER NGA
1933..1938    ; OLetter # Mc   [6] LIMBU SMALL LETTER TA..LIMBU SMALL LETTER LA
1950..196D    ; OLetter # Lo  [30] TAI LE LETTER KA..TAI LE LETTER AI
1970..1974    ; OLetter # Lo   [5] TAI LE LETTER TONE-2..TAI LE LETTER TONE-6
1980..19A9    ; OLetter # Lo  [42] NEW TAI LUE LETTER HIGH QA..NEW TAI LUE LETTER LOW XVA
19B0..19C0    ; OLetter # Mc  [17] NEW TAI LUE VOWEL SIGN VOWEL SHORTENER..NEW TAI LUE VOWEL SIGN IY
19C1..19C7    ; OLetter # Lo   [7] NEW TAI LUE LETTER FINAL V..NEW TAI LUE LETTER FINAL B
19C8..19C9    ; OLetter # Mc   [2] NEW TAI LUE TONE MARK-1..NEW TAI LUE TONE MARK-2
1A00..1A16    ; OLetter # Lo  [23] BUGINESE LETTER KA..BUGINESE LETTER HA
1A19..1A1B    ; OLetter # Mc   [3] BUGINESE VOWEL SIGN E..BUGINESE VOWEL SIGN AE
1B04          ; OLetter # Mc       BALINESE SIGN BISAH
1B05..1B33    ; OLetter # Lo  [47] BALINESE LETTER AKARA..BALINESE LETTER HA
1B35          ; OLetter # Mc       BALINESE VOWEL SIGN TEDUNG
1B3B          ; OLetter # Mc       BALINESE VOWEL SIGN RA REPA TEDUNG
1B3D..1B41    ; OLetter # Mc   [5] BALINESE VOWEL SIGN LA LENGA TEDUNG..BALINESE VOWEL SIGN TALING REPA TEDUNG
1B43          ; OLetter # Mc       BALINESE VOWEL SIGN PEPET TEDUNG
1B45..1B4B    ; OLetter # Lo   [7] BALINESE LETTER KAF SASAK..BALINESE LETTER ASYURA SASAK
2135..2138    ; OLetter # Lo   [4] ALEF SYMBOL..DALET SYMBOL
2180..2182    ; OLetter # Nl   [3] ROMAN NUMERAL ONE THOUSAND C D..ROMAN NUMERAL TEN THOUSAND
2D30..2D65    ; OLetter # Lo  [54] TIFINAGH LETTER YA..TIFINAGH LETTER YAZZ
2D6F          ; OLetter # Lm       TIFINAGH MODIFIER LETTER LABIALIZATION MARK
2D80..2D96    ; OLetter # Lo  [23] ETHIOPIC SYLLABLE LOA..ETHIOPIC SYLLABLE GGWE
2DA0..2DA6    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE SSA..ETHIOPIC SYLLABLE SSO
2DA8..2DAE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE CCA..ETHIOPIC SYLLABLE CCO
2DB0..2DB6    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE ZZA..ETHIOPIC SYLLABLE ZZO
2DB8..2DBE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE CCHA..ETHIOPIC SYLLABLE CCHO
2DC0..2DC6    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE QYA..ETHIOPIC SYLLABLE QYO
2DC8..2DCE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE KYA..ETHIOPIC SYLLABLE KYO
2DD0..2DD6    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE XYA..ETHIOPIC SYLLABLE XYO
2DD8..2DDE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE GYA..ETHIOPIC SYLLABLE GYO
3005          ; OLetter # Lm       IDEOGRAPHIC ITERATION MARK
3006          ; OLetter # Lo       IDEOGRAPHIC CLOSING MARK
3007          ; OLetter # Nl       IDEOGRAPHIC NUMBER ZERO
3021..3029    ; OLetter # Nl   [9] HANGZHOU NUMERAL ONE..HANGZHOU NUMERAL NINE
3031..3035    ; OLetter # Lm   [5] VERTICAL KANA REPEAT MARK..VERTICAL KANA REPEAT MARK LOWER HALF
3038..303A    ; OLetter # Nl   [3] HANGZHOU NUMERAL TEN..HANGZHOU NUMERAL THIRTY
303B          ; OLetter # Lm       VERTICAL IDEOGRAPHIC ITERATION MARK
303C          ; OLetter # Lo       MASU MARK
3041..3096    ; OLetter # Lo  [86] HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMALL KE
309D..309E    ; OLetter # Lm   [2] HIRAGANA ITERATION MARK..HIRAGANA VOICED ITERATION MARK
309F          ; OLetter # Lo       HIRAGANA DIGRAPH YORI
30A1..30FA    ; OLetter # Lo  [90] KATAKANA LETTER SMALL A..KATAKANA LETTER VO
30FC..30FE    ; OLetter # Lm   [3] KATAKANA-HIRAGANA PROLONGED SOUND MARK..KATAKANA VOICED ITERATION MARK
30FF          ; OLetter # Lo       KATAKANA DIGRAPH KOTO
3105..312C    ; OLetter # Lo  [40] BOPOMOFO LETTER B..BOPOMOFO LETTER GN
3131..318E    ; OLetter # Lo  [94] HANGUL LETTER KIYEOK..HANGUL LETTER ARAEAE
31A0..31B7    ; OLetter # Lo  [24] BOPOMOFO LETTER BU..BOPOMOFO FINAL LETTER H
31F0..31FF    ; OLetter # Lo  [16] KATAKANA LETTER SMALL KU..KATAKANA LETTER SMALL RO
3400..4DB5    ; OLetter # Lo [6582] CJK UNIFIED IDEOGRAPH-3400..CJK UNIFIED IDEOGRAPH-4DB5
4E00..9FBB    ; OLetter # Lo [20924] CJK UNIFIED IDEOGRAPH-4E00..CJK UNIFIED IDEOGRAPH-9FBB
A000..A014    ; OLetter # Lo  [21] YI SYLLABLE IT..YI SYLLABLE E
A015          ; OLetter # Lm       YI SYLLABLE WU
A016..A48C    ; OLetter # Lo [1143] YI SYLLABLE BIT..YI SYLLABLE YYR
A717..A71A    ; OLetter # Lm   [4] MODIFIER LETTER DOT VERTICAL BAR..MODIFIER LETTER LOWER RIGHT CORNER ANGLE
A800..A801    ; OLetter # Lo   [2] SYLOTI NAGRI LETTER A..SYLOTI NAGRI LETTER I
A803..A805    ; OLetter # Lo   [3] SYLOTI NAGRI LETTER U..SYLOTI NAGRI LETTER O
A807..A80A    ; OLetter # Lo   [4] SYLOTI NAGRI LETTER KO..SYLOTI NAGRI LETTER GHO
A80C..A822    ; OLetter # Lo  [23] SYLOTI NAGRI LETTER CO..SYLOTI NAGRI LETTER HO
A823..A824    ; OLetter # Mc   [2] SYLOTI NAGRI VOWEL SIGN A..SYLOTI NAGRI VOWEL SIGN I
A827          ; OLetter # Mc       SYLOTI NAGRI VOWEL SIGN OO
A840..A873    ; OLetter # Lo  [52] PHAGS-PA LETTER KA..PHAGS-PA LETTER CANDRABINDU
AC00..D7A3    ; OLetter # Lo [11172] HANGUL SYLLABLE GA..HANGUL SYLLABLE HIH
F900..FA2D    ; OLetter # Lo [302] CJK COMPATIBILITY IDEOGRAPH-F900..CJK COMPATIBILITY IDEOGRAPH-FA2D
FA30..FA6A    ; OLetter # Lo  [59] CJK COMPATIBILITY IDEOGRAPH-FA30..CJK COMPATIBILITY IDEOGRAPH-FA6A
FA70..FAD9    ; OLetter # Lo [106] CJK COMPATIBILITY IDEOGRAPH-FA70..CJK COMPATIBILITY IDEOGRAPH-FAD9
FB1D          ; OLetter # Lo       HEBREW LETTER YOD WITH HIRIQ
FB1F..FB28    ; OLetter # Lo  [10] HEBREW LIGATURE YIDDISH YOD YOD PATAH..HEBREW LETTER WIDE TAV
FB2A..FB36    ; OLetter # Lo  [13] HEBREW LETTER SHIN WITH SHIN DOT..HEBREW LETTER ZAYIN WITH DAGESH
FB38..FB3C    ; OLetter # Lo   [5] HEBREW LETTER TET WITH DAGESH..HEBREW LETTER LAMED WITH DAGESH
FB3E          ; OLetter # Lo       HEBREW LETTER MEM WITH DAGESH
FB40..FB41    ; OLetter # Lo   [2] HEBREW LETTER NUN WITH DAGESH..HEBREW LETTER SAMEKH WITH DAGESH
FB43..FB44    ; OLetter # Lo   [2] HEBREW LETTER FINAL PE WITH DAGESH..HEBREW LETTER PE WITH DAGESH
FB46..FBB1    ; OLetter # Lo [108] HEBREW LETTER TSADI WITH DAGESH..ARABIC LETTER YEH BARREE WITH HAMZA ABOVE FINAL FORM
FBD3..FD3D    ; OLetter # Lo [363] ARABIC LETTER NG ISOLATED FORM..ARABIC LIGATURE ALEF WITH FATHATAN ISOLATED FORM
FD50..FD8F    ; OLetter # Lo  [64] ARABIC LIGATURE TEH WITH JEEM WITH MEEM INITIAL FORM..ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM
FD92..FDC7    ; OLetter # Lo  [54] ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM..ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM
FDF0..FDFB    ; OLetter # Lo  [12] ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM..ARABIC LIGATURE JALLAJALALOUHOU
FE70..FE74    ; OLetter # Lo   [5] ARABIC FATHATAN ISOLATED FORM..ARABIC KASRATAN ISOLATED FORM
FE76..FEFC    ; OLetter # Lo [135] ARABIC FATHA ISOLATED FORM..ARABIC LIGATURE LAM WITH ALEF FINAL FORM
FF66..FF6F    ; OLetter # Lo  [10] HALFWIDTH KATAKANA LETTER WO..HALFWIDTH KATAKANA LETTER SMALL TU
FF70          ; OLetter # Lm       HALFWIDTH KATAKANA-HIRAGANA PROLONGED SOUND MARK
FF71..FF9D    ; OLetter # Lo  [45] HALFWIDTH KATAKANA LETTER A..HALFWIDTH KATAKANA LETTER N
FF9E..FF9F    ; OLetter # Lm   [2] HALFWIDTH KATAKANA VOICED SOUND MARK..HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK
FFA0..FFBE    ; OLetter # Lo  [31] HALFWIDTH HANGUL FILLER..HALFWIDTH HANGUL LETTER HIEUH
FFC2..FFC7    ; OLetter # Lo   [6] HALFWIDTH HANGUL LETTER A..HALFWIDTH HANGUL LETTER E
FFCA..FFCF    ; OLetter # Lo   [6] HALFWIDTH HANGUL LETTER YEO..HALFWIDTH HANGUL LETTER OE
FFD2..FFD7    ; OLetter # Lo   [6] HALFWIDTH HANGUL LETTER YO..HALFWIDTH HANGUL LETTER YU
FFDA..FFDC    ; OLetter # Lo   [3] HALFWIDTH HANGUL LETTER EU..HALFWIDTH HANGUL LETTER I
10000..1000B  ; OLetter # Lo  [12] LINEAR B SYLLABLE B008 A..LINEAR B SYLLABLE B046 JE
1000D..10026  ; OLetter # Lo  [26] LINEAR B SYLLABLE B036 JO..LINEAR B SYLLABLE B032 QO
10028..1003A  ; OLetter # Lo  [19] LINEAR B SYLLABLE B060 RA..LINEAR B SYLLABLE B042 WO
1003C..1003D  ; OLetter # Lo   [2] LINEAR B SYLLABLE B017 ZA..LINEAR B SYLLABLE B074 ZE
1003F..1004D  ; OLetter # Lo  [15] LINEAR B SYLLABLE B020 ZO..LINEAR B SYLLABLE B091 TWO
10050..1005D  ; OLetter # Lo  [14] LINEAR B SYMBOL B018..LINEAR B SYMBOL B089
10080..100FA  ; OLetter # Lo [123] LINEAR B IDEOGRAM B100 MAN..LINEAR B IDEOGRAM VESSEL B305
10140..10174  ; OLetter # Nl  [53] GREEK ACROPHONIC ATTIC ONE QUARTER..GREEK ACROPHONIC STRATIAN FIFTY MNAS
10300..1031E  ; OLetter # Lo  [31] OLD ITALIC LETTER A..OLD ITALIC LETTER UU
10330..10340  ; OLetter # Lo  [17] GOTHIC LETTER AHSA..GOTHIC LETTER PAIRTHRA
10341         ; OLetter # Nl       GOTHIC LETTER NINETY
10342..10349  ; OLetter # Lo   [8] GOTHIC LETTER RAIDA..GOTHIC LETTER OTHAL
1034A         ; OLetter # Nl       GOTHIC LETTER NINE HUNDRED
10380..1039D  ; OLetter # Lo  [30] UGARITIC LETTER ALPA..UGARITIC LETTER SSU
103A0..103C3  ; OLetter # Lo  [36] OLD PERSIAN SIGN A..OLD PERSIAN SIGN HA
103C8..103CF  ; OLetter # Lo   [8] OLD PERSIAN SIGN AURAMAZDAA..OLD PERSIAN SIGN BUUMISH
103D1..103D5  ; OLetter # Nl   [5] OLD PERSIAN NUMBER ONE..OLD PERSIAN NUMBER HUNDRED
10450..1049D  ; OLetter # Lo  [78] SHAVIAN LETTER PEEP..OSMANYA LETTER OO
10800..10805  ; OLetter # Lo   [6] CYPRIOT SYLLABLE A..CYPRIOT SYLLABLE JA
10808         ; OLetter # Lo       CYPRIOT SYLLABLE JO
1080A..10835  ; OLetter # Lo  [44] CYPRIOT SYLLABLE KA..CYPRIOT SYLLABLE WO
10837..10838  ; OLetter # Lo   [2] CYPRIOT SYLLABLE XA..CYPRIOT SYLLABLE XE
1083C         ; OLetter # Lo       CYPRIOT SYLLABLE ZA
1083F         ; OLetter # Lo       CYPRIOT SYLLABLE ZO
10900..10915  ; OLetter # Lo  [22] PHOENICIAN LETTER ALF..PHOENICIAN LETTER TAU
10A00         ; OLetter # Lo       KHAROSHTHI LETTER A
10A10..10A13  ; OLetter # Lo   [4] KHAROSHTHI LETTER KA..KHAROSHTHI LETTER GHA
10A15..10A17  ; OLetter # Lo   [3] KHAROSHTHI LETTER CA..KHAROSHTHI LETTER JA
10A19..10A33  ; OLetter # Lo  [27] KHAROSHTHI LETTER NYA..KHAROSHTHI LETTER TTTHA
12000..1236E  ; OLetter # Lo [879] CUNEIFORM SIGN A..CUNEIFORM SIGN ZUM
12400..12462  ; OLetter # Nl  [99] CUNEIFORM NUMERIC SIGN TWO ASH..CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER
20000..2A6D6  ; OLetter # Lo [42711] CJK UNIFIED IDEOGRAPH-20000..CJK UNIFIED IDEOGRAPH-2A6D6
2F800..2FA1D  ; OLetter # Lo [542] CJK COMPATIBILITY IDEOGRAPH-2F800..CJK COMPATIBILITY IDEOGRAPH-2FA1D

# Total code points: 89727

# ================================================

0030..0039    ; Numeric # Nd  [10] DIGIT ZERO..DIGIT NINE
0660..0669    ; Numeric # Nd  [10] ARABIC-INDIC DIGIT ZERO..ARABIC-INDIC DIGIT NINE
066B..066C    ; Numeric # Po   [2] ARABIC DECIMAL SEPARATOR..ARABIC THOUSANDS SEPARATOR
06F0..06F9    ; Numeric # Nd  [10] EXTENDED ARABIC-INDIC DIGIT ZERO..EXTENDED ARABIC-INDIC DIGIT NINE
07C0..07C9    ; Numeric # Nd  [10] NKO DIGIT ZERO..NKO DIGIT NINE
0966..096F    ; Numeric # Nd  [10] DEVANAGARI DIGIT ZERO..DEVANAGARI DIGIT NINE
09E6..09EF    ; Numeric # Nd  [10] BENGALI DIGIT ZERO..BENGALI DIGIT NINE
0A66..0A6F    ; Numeric # Nd  [10] GURMUKHI DIGIT ZERO..GURMUKHI DIGIT NINE
0AE6..0AEF    ; Numeric # Nd  [10] GUJARATI DIGIT ZERO..GUJARATI DIGIT NINE
0B66..0B6F    ; Numeric # Nd  [10] ORIYA DIGIT ZERO..ORIYA DIGIT NINE
0BE6..0BEF    ; Numeric # Nd  [10] TAMIL DIGIT ZERO..TAMIL DIGIT NINE
0C66..0C6F    ; Numeric # Nd  [10] TELUGU DIGIT ZERO..TELUGU DIGIT NINE
0CE6..0CEF    ; Numeric # Nd  [10] KANNADA DIGIT ZERO..KANNADA DIGIT NINE
0D66..0D6F    ; Numeric # Nd  [10] MALAYALAM DIGIT ZERO..MALAYALAM DIGIT NINE
0E50..0E59    ; Numeric # Nd  [10] THAI DIGIT ZERO..THAI DIGIT NINE
0ED0..0ED9    ; Numeric # Nd  [10] LAO DIGIT ZERO..LAO DIGIT NINE
0F20..0F29    ; Numeric # Nd  [10] TIBETAN DIGIT ZERO..TIBETAN DIGIT NINE
1040..1049    ; Numeric # Nd  [10] MYANMAR DIGIT ZERO..MYANMAR DIGIT NINE
17E0..17E9    ; Numeric # Nd  [10] KHMER DIGIT ZERO..KHMER DIGIT NINE
1810..1819    ; Numeric # Nd  [10] MONGOLIAN DIGIT ZERO..MONGOLIAN DIGIT NINE
1946..194F    ; Numeric # Nd  [10] LIMBU DIGIT ZERO..LIMBU DIGIT NINE
19D0..19D9    ; Numeric # Nd  [10] NEW TAI LUE DIGIT ZERO..NEW TAI LUE DIGIT NINE
1B50..1B59    ; Numeric # Nd  [10] BALINESE DIGIT ZERO..BALINESE DIGIT NINE
104A0..104A9  ; Numeric # Nd  [10] OSMANYA DIGIT ZERO..OSMANYA DIGIT NINE
1D7CE..1D7FF  ; Numeric # Nd  [50] MATHEMATICAL BOLD DIGIT ZERO..MATHEMATICAL MONOSPACE DIGIT NINE

# Total code points: 282

# ================================================

002E          ; ATerm # Po       FULL STOP

# Total code points: 1

# ================================================

0021          ; STerm # Po       EXCLAMATION MARK
003F          ; STerm # Po       QUESTION MARK
055C          ; STerm # Po       ARMENIAN EXCLAMATION MARK
055E          ; STerm # Po       ARMENIAN QUESTION MARK
0589          ; STerm # Po       ARMENIAN FULL STOP
061F          ; STerm # Po       ARABIC QUESTION MARK
06D4          ; STerm # Po       ARABIC FULL STOP
0700..0702    ; STerm # Po   [3] SYRIAC END OF PARAGRAPH..SYRIAC SUBLINEAR FULL STOP
07F9          ; STerm # Po       NKO EXCLAMATION MARK
0964..0965    ; STerm # Po   [2] DEVANAGARI DANDA..DEVANAGARI DOUBLE DANDA
104A..104B    ; STerm # Po   [2] MYANMAR SIGN LITTLE SECTION..MYANMAR SIGN SECTION
1362          ; STerm # Po       ETHIOPIC FULL STOP
1367..1368    ; STerm # Po   [2] ETHIOPIC QUESTION MARK..ETHIOPIC PARAGRAPH SEPARATOR
166E          ; STerm # Po       CANADIAN SYLLABICS FULL STOP
1803          ; STerm # Po       MONGOLIAN FULL STOP
1809          ; STerm # Po       MONGOLIAN MANCHU FULL STOP
1944..1945    ; STerm # Po   [2] LIMBU EXCLAMATION MARK..LIMBU QUESTION MARK
1B5A..1B5B    ; STerm # Po   [2] BALINESE PANTI..BALINESE PAMADA
1B5E..1B5F    ; STerm # Po   [2] BALINESE CARIK SIKI..BALINESE CARIK PAREREN
203C..203D    ; STerm # Po   [2] DOUBLE EXCLAMATION MARK..INTERROBANG
2047..2049    ; STerm # Po   [3] DOUBLE QUESTION MARK..EXCLAMATION QUESTION MARK
3002          ; STerm # Po       IDEOGRAPHIC FULL STOP
A876..A877    ; STerm # Po   [2] PHAGS-PA MARK SHAD..PHAGS-PA MARK DOUBLE SHAD
FE52          ; STerm # Po       SMALL FULL STOP
FE56..FE57    ; STerm # Po   [2] SMALL QUESTION MARK..SMALL EXCLAMATION MARK
FF01          ; STerm # Po       FULLWIDTH EXCLAMATION MARK
FF0E          ; STerm # Po       FULLWIDTH FULL STOP
FF1F          ; STerm # Po       FULLWIDTH QUESTION MARK
FF61          ; STerm # Po       HALFWIDTH IDEOGRAPHIC FULL STOP

# Total code points: 42

# ================================================

0022          ; Close # Po       QUOTATION MARK
0027          ; Close # Po       APOSTROPHE
0028          ; Close # Ps       LEFT PARENTHESIS
0029          ; Close # Pe       RIGHT PARENTHESIS
005B          ; Close # Ps       LEFT SQUARE BRACKET
005D          ; Close # Pe       RIGHT SQUARE BRACKET
007B          ; Close # Ps       LEFT CURLY BRACKET
007D          ; Close # Pe       RIGHT CURLY BRACKET
00AB          ; Close # Pi       LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
00BB          ; Close # Pf       RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0F3A          ; Close # Ps       TIBETAN MARK GUG RTAGS GYON
0F3B          ; Close # Pe       TIBETAN MARK GUG RTAGS GYAS
0F3C          ; Close # Ps       TIBETAN MARK ANG KHANG GYON
0F3D          ; Close # Pe       TIBETAN MARK ANG KHANG GYAS
169B          ; Close # Ps       OGHAM FEATHER MARK
169C          ; Close # Pe       OGHAM REVERSED FEATHER MARK
2018          ; Close # Pi       LEFT SINGLE QUOTATION MARK
2019          ; Close # Pf       RIGHT SINGLE QUOTATION MARK
201A          ; Close # Ps       SINGLE LOW-9 QUOTATION MARK
201B..201C    ; Close # Pi   [2] SINGLE HIGH-REVERSED-9 QUOTATION MARK..LEFT DOUBLE QUOTATION MARK
201D          ; Close # Pf       RIGHT DOUBLE QUOTATION MARK
201E          ; Close # Ps       DOUBLE LOW-9 QUOTATION MARK
201F          ; Close # Pi       DOUBLE HIGH-REVERSED-9 QUOTATION MARK
2039          ; Close # Pi       SINGLE LEFT-POINTING ANGLE QUOTATION MARK
203A          ; Close # Pf       SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
2045          ; Close # Ps       LEFT SQUARE BRACKET WITH QUILL
2046          ; Close # Pe       RIGHT SQUARE BRACKET WITH QUILL
207D          ; Close # Ps       SUPERSCRIPT LEFT PARENTHESIS
207E          ; Close # Pe       SUPERSCRIPT RIGHT PARENTHESIS
208D          ; Close # Ps       SUBSCRIPT LEFT PARENTHESIS
208E          ; Close # Pe       SUBSCRIPT RIGHT PARENTHESIS
2329          ; Close # Ps       LEFT-POINTING ANGLE BRACKET
232A          ; Close # Pe       RIGHT-POINTING ANGLE BRACKET
275B..275E    ; Close # So   [4] HEAVY SINGLE TURNED COMMA QUOTATION MARK ORNAMENT..HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT
2768          ; Close # Ps       MEDIUM LEFT PARENTHESIS ORNAMENT
2769          ; Close # Pe       MEDIUM RIGHT PARENTHESIS ORNAMENT
276A          ; Close # Ps       MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT
276B          ; Close # Pe       MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT
276C          ; Close # Ps       MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT
276D          ; Close # Pe       MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT
276E          ; Close # Ps       HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT
276F          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT
2770          ; Close # Ps       HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT
2771          ; Close # Pe       HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT
2772          ; Close # Ps       LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
2773          ; Close # Pe       LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
2774          ; Close # Ps       MEDIUM LEFT CURLY BRACKET ORNAMENT
2775          ; Close # Pe       MEDIUM RIGHT CURLY BRACKET ORNAMENT
27C5          ; Close # Ps       LEFT S-SHAPED BAG DELIMITER
27C6          ; Close # Pe       RIGHT S-SHAPED BAG DELIMITER
27E6          ; Close # Ps       MATHEMATICAL LEFT WHITE SQUARE BRACKET
27E7          ; Close # Pe       MATHEMATICAL RIGHT WHITE SQUARE BRACKET
27E8          ; Close # Ps       MATHEMATICAL LEFT ANGLE BRACKET
27E9          ; Close # Pe       MATHEMATICAL RIGHT ANGLE BRACKET
27EA          ; Close # Ps       MATHEMATICAL LEFT DOUBLE ANGLE BRACKET
27EB          ; Close # Pe       MATHEMATICAL RIGHT DOUBLE ANGLE BRACKET
2983          ; Close # Ps       LEFT WHITE CURLY BRACKET
2984          ; Close # Pe       RIGHT WHITE CURLY BRACKET
2985          ; Close # Ps       LEFT WHITE PARENTHESIS
2986          ; Close # Pe       RIGHT WHITE PARENTHESIS
2987          ; Close # Ps       Z NOTATION LEFT IMAGE BRACKET
2988          ; Close # Pe       Z NOTATION RIGHT IMAGE BRACKET
2989          ; Close # Ps       Z NOTATION LEFT BINDING BRACKET
298A          ; Close # Pe       Z NOTATION RIGHT BINDING BRACKET
298B          ; Close # Ps       LEFT SQUARE BRACKET WITH UNDERBAR
298C          ; Close # Pe       RIGHT SQUARE BRACKET WITH UNDERBAR
298D          ; Close # Ps       LEFT SQUARE BRACKET WITH TICK IN TOP CORNER
298E          ; Close # Pe       RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
